text,label
thank offer service guy,0
lostinlove w brandmance wemosaictogether,0
guy rock,0
great thought sort make flying experience bearable,0
thank gent phone fix bos flight fee waiver flyfi forget,0
thank hope look like complainer write good experience w past make terminal,0
work team,0
great flight great view,0
beautiful ride thank,0
perfect need coffee stay awake night,0
well holdon everythingsgonnabealright brandloveaffair truebluelove travel business,0
haha need apologize 😁 problem soon late flightr love,0
wait,0
big thank ticket sure friend wedding greatservice,0
good hear thank update business meeting,0
suuuuper,0
love bae,0
definitely,0
remember date heartbroken,0
ugh know way heart 😘 🙌,0
thank guy customer service,0
great thank let hope notify flight leave thank,0
great get able leave issue airport,0
far painful come 💙,0
flight attendant awesome kudo,0
thank loyalmosaicmember,0
thank 💙 💙,0
thank hear day amp question idea tail operate flt maro,0
sky flight crew rock,0
love jet,0
think treat onboard flight 💙,0
😃 cool,0
yes treat fly guy,0
thank preferred guy good seat business,0
yes thankfully catering get load frustrated suppose,0
safety lovejetblue,0
see water bottle amp snack desk wait passenger m problem flight,0
busy awesome try asap deal,0
thank ❤ ️ ✨ relax flight,0
excellent guy well,0
totally answer look appreciate prompt response,0
oh yes hope expand airport soon fly family year,0
thank 💙,0
thank anxious flyer,0
exact flight want fly ya'll little pricey basic,0
offer hot tea coffee gate guy wonder fly airline ☕ ✈ 👍,0
awesome thank,0
go forth able board great agent savannah,0
nice hoping rack mile trip enjoy perfect latte city coffee,0
baltimore san diego philadelphia far frequent business traveler,0
reimburse flight portion ticket love airline,0
disappoint,0
thank help jetbluesofly,0
loyal allyoucanjetpass holder anticipate direct flight,0
okie doke knowing fix,0
wish hub miss airline biz travel move,0
crisis avert boarding let hope new pilot,0
thank login get early flight dca,0
fault people know work hard way,0
friend speak highly need find decent price way sea,0
thank,0
en route airport rebooke ticket refund,0
safe sound thank safe travel,0
flight attendant 👍 👍,0
choice y ' south border know airline equal low price = good value,0
love,0
fly soon airline airline fly 😊 😊 😊 ✈ ️ ✈ ️ ✈ ️,0
think thank,0
thank,0
delay tpa bdl well safe sorry 💙 lovejetblue onlyblue jetblueforever,0
great flight crew,0
love truebluememberlife,0
awesome thank late flightr today appreciate help,0
thank th bday have aviation theme surprise party,0
good airline want plane blue sky amp sea promise,0
gettin fancy work menu,0
guy lucky love,0
thank guy awesome,0
flight leave right flight,0
definitely,0
okay awesome thank,0
excited saw fly ionlyflyblue,0
site thelodge fun day,0
sadly yea fly fi awesome,0
thank,0
ready disneyworld princesshalf,0
thank save,0
bluemanity love great time fly,0
yes minute spare employee amaze good work,0
oh yeah great flight wonderful crew thank,0
thank,0
good morning sunshine,0
,0
airway reveal bluemanity livery travelpulse,0
haha thank 👌 ☺ ️,0
know lot baggage want know enjoy inside,0
thank sure know limit ozs fly,0
hey sexy tattoo got leave engine,0
thank o taking time read page find info supervisor feel insist tho show previous comm,0
desk incredibly helpful thank,0
tweet fly jetblue time btw 😏,0
btw win flight,0
thank,0
u cool,0
customer service reservation agent help correct mistake love airline,0
th attendee deserve great flight mv,0
cute,0
good airline world,0
go,0
wow guy answer people wow care love jet blue,0
thank appreciate prompt response,0
good luck thank,0
nice snack fridge stuff like dorm common room genius,0
tell like pick bump class,0
pass advice guy rock,0
airline right sincerely miss bestairline,0
ok book book thank,0
yes true bit pricey look guy,0
fly year fantastic time like,0
flyingitforward affect small family huge difference life,0
warm amp find good flyitforward,0
thx confirm yr team awesome thanks prompt amp helpful response cheers snow future,0
great idea,0
gorgeous year fly guy gorgeous amp 🌴,0
dmed thank address quickly,0
look like open flight vegas 💙,0
aw okay thank,0
best seat e board early ready set,0
set fly bad date giant machine bring snack,0
okay new screen laptop large amp real nice amp wifi appreciate thanks god tiny lil man middle seat,0
incidentally deserve raise awesome,0
delete tweet wonderful employee swoop help faith restore good one 👍,0
thank move quick,0
name seriously cool service,0
thank,0
thank,0
emergency exit seat huge win,0
friendly engaging personable handle clarify question baggage fee take interest,0
hey check need raise stat give amazing customer service feel value 👍,0
ball steer wrong,0
thank,0
mark th year new plane design,0
welcome 👍 👍 👍,0
great airline 💕 ✈ ️ truebluepoint jetbluemember,0
good thing happen slice bread,0
beatriz,0
handle question like social medium pro good practice transportation system run friendly ai,0
wonderful thing,0
flight booking problems flight dc visit weekend start difficult end guy big fan,0
flyfi thank come,0
know bar wish,0
great flight great time arrive early,0
guy continue impress crew gate help family seat issue professional,0
love free wifi legroom ✈ ️,0
flyfi,0
thank,0
credit replying look forward hopefully flight home,0
great flight thank great crew flight travel jetblue,0
killing get smitten trueblue,0
min response time impressed official trueblue get social,0
thank listen mean appreciate,0
thank incredible customer svc gate flight experience magic,0
thank slog city go,0
huge thanks crew flight fly dca snow plane,0
plan excellent service crew,0
yes yes great trip thank lift,0
hotspot free wifi make happy itsthelittlething,0
gorgeous day hope flight pleasant thank,0
okay i ' m actually tea kinda guy thank,0
pleasure ☺ ️,0
lovely,0
finally take sju letsgo,0
great trip thank crew fly home fantastic,0
awe guy great wait travel soon,0
yes announced thank,0
thank prompt reply impressed brushing appreciate,0
angry tweet airline apparently read mind bitch thank credit,0
email point amp clever thank amazing loveisintheair,0
thank help quick response,0
big shoutout crews amp amp gate crews c amp jfk delay well,0
airline use applepay flight airline,0
thank having hang forever awesome experience,0
friend picture ifc say delicious,0
awesome thank thank quick response guy,0
app remind fly family friend sunshine,0
want flight attendant good flight bwi guy flight fantastic,0
definitely new favorite airline,0
try thank fail old fashioned method,0
thank excellent customer service resolve issue quickly,0
great thank,0
agree frequent tweeter discount fly friend,0
philly lose read program customer hot tea great crewmember notch info amp books,0
glad go fix confirmation check,0
thank,0
love guy ☀ ️ 🎲,0
serve airport counter true blue make feel home flight delayedl,0
try lovely customer service thank,0
happy accommodate peanut treenut allergy flight st online cover air provider,0
happy help,0
land thank flight staff flight wonderful despite day heavy load,0
ceo battle appease passenger wall street,0
place simply can not like non stop st. lucia,0
make happy hope promise,0
need anybody,0
thank,0
base like style,0
love travel not wait oui oui awesomeee,0
thank,0
thank upgrade far good,0
thank like quick response twitter,0
begin relationship lifeneedsfroste,0
haha right change thing engagement make cool bestairline,0
thank send msg,0
great smooth flight 👏 👍,0
love fly good friend home weekend 😊,0
thank service credit positive thought,0
great thank,0
love fly great service,0
thank livery culture + crewmember embody thanksdave,0
learn awesome twitter management today class good work,0
bring tear eye s commitment give crewmember community aww inspire,0
like inflight snack fly guy jvmchat,0
r t realtime appreciation rockingthetweet jvmchat,0
yes great real time example thank awesome jvmchat,0
haha disappoint jvmchat,0
guy great thank,0
thank,0
huge fan great brand people great thing guy rock happy share love,0
tough choice simultaneously business traveler good experience long time wishmyflightwaslonger,0
thank great service t lovejetblue,0
work free aboard flight,0
likely,0
lucky fly guess squish airline 😞,0
phone agent pls pleasant informative deliver ⭐ ️ ⭐ ️ ⭐ ️ ⭐ ️ ⭐ ️,0
omg wish flight haha time fun,0
thank link blog change,0
thank,0
offer service,0
worry minor deal nicely captain flight way,0
thank flight leave arrive airport early wedding vt sept. grateful fly,0
move delta direct thank accommodation,0
miss gate agent rebooke boarding pass wait land lunch amp beverage easy cheesy,0
thank call cheapoairchat,0
get sort thank,0
thank,0
great job team challenge weather delay flight travel friendlyteam,0
thank,0
thank,0
it- thx,0
glad retweete ignore numerous tweet send fucking amazing,0
haha worry guy well + spell correctly,0
board,0
wait flight right thank,0
gate opposite wheel m sure thete eventually thank,0
know customer service thank start vacay amazing note thank sarita,0
excited flying interview fa position- goal amp dream,0
great crew flight friendly efficient job,0
thank empathy story luggage thank reach,0
thank get phone amp fine love website amp app thank work,0
grace god power hope flight,0
worry flight attendant take care,0
bring guinea pig small pet carrier onboard flight,0
good work flight crew chairman recognition coach missedupgrade,0
thank send dm baggage issue,0
customer service well take great care airport,0
great management twitter account thank,0
found thank,0
thank resolve issue direct flight sfo,0
ok thank,0
check airport thank,0
thank reply good note pilot nail land,0
great flight delay thank,0
look fly rock time bird plane nah mind rock,0
owe salem center keep customer,0
thank help,0
huge prop checkin help home airline delay,0
shout eyw help home instead tomorrow little,0
huge relief thank help,0
thank hope maybe good word,0
wow unbelievable treat customer airport 👍,0
breathe heavily super helpful thank,0
okay great thank,0
customer service like see organization,0
call able rescheduled thank quick response,0
phone call number pick immediately,0
amp psp thank,0
thank,0
customer service rep absolute delight pleasant rebooke lightning speed thank,0
airport give absolute good customer service easy,0
thank information,0
thankful orf dca crew grind air help sick kid lose bag,0
thank,0
baggage crew deserve kudo run connection bag,0
thank,0
alright bonus excellent customer service,0
o thank elaborate response,0
best amazing follow 🙏 🙏 🙏,0
happy note crew wonderful great thing pilot,0
fine like pick seat,0
thank time,0
look like bag rescue thank,0
loyal customer sure right want home amp work,0
amp flight cancel flightle reschedule automatically amp notify email additional cost,0
entire flight crew flight phl wonderful job make experience totally suck 😊,0
major issue get crew exceptional let thing roll philly,0
thank team time flight despite inclement weather,0
great thank,0
airline easy work need change flight time attendant,0
great flight funflightattendant thank show dad wonderful customer service flt lax sundayfunday,0
thank couple easy hassle free flight professional friendly staff easy,0
emily gso airport ticketing staff amazing,0
provide good service thank,0
despite mechanical issue delay follow get thank great gate agent,0
good ticket agent excellentcustomerservice,0
new morning great job,0
painless effortless flight flight attendant fantastic lady raise asap,0
thank friendly airways staff help book flight home,0
finally speak person despite mind boggle wait time rep pleasant helpful,0
team absolute superstar incredibly helpful,0
thank baggage claim excellent customer service day complaint,0
accommodation number helpful,0
work cust service desk helpful patient stick great,0
good,0
thank reply,0
job employee running check help emergency amp vacation save,0
thank,0
ok thank helpful favorite airline,0
thank guy get hold awesome service appreciate,0
class service flight attendant f. catch notch,0
oh cancun eventually,0
eyyyy cancelled flightlations flight booking problemss reflight booking problemss y ' get flight amp upgrade thx,0
thank,0
not fly airline friend present help fly learn,0
plane crew professional courteous gate agent fluster,0
ticket agent gate airport rock especially sorry correct spelling,0
kristie(sp gate today tremendous help tough situation promotethatgirl,0
thank help loyal airways customer appreciate respond tweet,0
pleasant flight fantastic amazing attendant thank,0
woohoo flight happy hear air cry preggo hormone thx,0
thank crew rock bad weather diversion pilot keep informed customerservice,0
hope opportunity join team job opening,0
thank good follow,0
problem person airport help,0
thank see different stat delay await delay,0
flight awesome reward way keep smile bad day travel customerservice,0
sit plane minute wait plane great service,0
big thank ticket agent guest service rebooke,0
love guy,0
wait trip thank get,0
team member dca- awesome employee like,0
thank get ur plane flight attendant making smile difficult travel customerservice,0
star align connect flight delay thank glad know listen ° mobay,0
big thanks gate agent flt keep informed delay#greatcustomerservice,0
ok thank,0
got thank,0
speak representative moved flight early thank follow,0
hey guy want good flight thank fall asleep actually wet dream,0
worry find hotel min away get pm problem,0
reunite w/ delightful work,0
experience exceptional service professionalism,0
,0
thank supervisor coworker excellent customer service provide,0
yes thank great job turn flight jan,0
connection thanks daddyshome,0
thank,0
yes thank appreciate u check,0
enjoy flight far great job tough thank make flight comfortable,0
customer service desk fantastic helpful smile evn sound like long day reward,0
check staff awesome great traffic control general boarding,0
talk reservation congratulation friendly good usair airline fly,0
awesome flight philly tuesday party row interested,0
get able switch flight charge thank,0
welcome north texas air american air employee great opportunity gr,0
thank link check appreciate,0
awesome yes,0
reservation absolute thank amazing,0
best gagent long time clt appreciated date keep irrop professional,0
good news get fix,0
thank,0
thank,0
reservation agent phone great job,0
send bloody mary row,0
thank help reflight booking problem cancel help time,0
big thank chairman customer service outstanding service amp support,0
appreciate prompt response,0
st class improve food crew super,0
thank refund baggage appreciate,0
go miss provide great service let,0
away,0
excited fly,0
thank tweet well 👌,0
exicte fly y ' soon,0
fa attendant tonight fab asset team f. great night team,0
have grandbabie travel birth thank reasonable fare,0
thank fare dca low thank win,0
know thank evaluate -chairman,0
thank getting reschedule direct flight get,0
thank finally get bag service rep wonderful,0
flight phx&gt;ord lead fa bill professional fa see year fly card,0
miss work take philly flight gt re seat,0
problem things work airport thank,0
yes domestic flight thank,0
thank safely,0
love change lounge cheese veggie olive addition cracker snack mix,0
thank method nice appears design flaw,0
lol,0
thanks gate agent pa able early flight figure early connection,0
think weird mileage,0
thank,0
success flight thank crew great time recovery,0
far good week sav clt board departure time time time departure,0
check fabulous,0
thank,0
tbt day,0
send new pant white revive laundry tab great guy good crew err single,0
thank refund bag fee look forward return hope,0
thank,0
thank layover 👍 ice cake staff courteous helpful unreal,0
thank slow inbound plane need worry eyw late flight great holz ahead,0
phone support gate staff,0
,0
thank fill claim hope bag,0
,0
captain flight phl hilarious pointy end airplane haha thank,0
thank fix hour delay,0
flight hrs amp flight attendant flight coincidence plus great,0
land safely work,0
wait,0
finally rectify flight situation thank,0
time work thereisafirstforeverythe,0
ice cream solid,0
shout pilot super strong crosswind land super job,0
great deserve respect praise thankyouforeverything,0
depart let high hope schedule far,0
ok thank tell ground delay snow,0
class way ! ! 💺 ✈ ️,0
pple great job w madness system need help appreciate hard work amp push b well,0
thank give away seat fine job,0
thank,0
thank work gate lovely gate agent help home instead tomorrow,0
surprisingly quick response time thank,0
thank help remind agent ok rumor stream wifi tv movie service instal,0
thank,0
appreciate have hashtag lucycat,0
best follow please ;) 🙏 🙏 🙏 ✌ ️ ️ ️,0
thank reach kj flights change dnxv,0
yes flight attendant wonderful btw secure tray table flailing,0
thank seat hot athlete flight significantly well,0
thank way bag thank have number 😊,0
thank busy time,0
thank,0
amazing follow 🙏 🙏,0
thank,0
best follow please ;) 🙏 🙏 🙏 ✌ ️ ️ ️,0
plane miss connect customer service helpful i ' m hope catch flight,0
work hard make sure thing flow smoothly keep positive,0
boarding depart thank response,0
totally understand weather frustrate thank,0
thx gate agt find flight pvd original cancel flightle,0
best follow please ;) 🙏 🙏 🙏 ✌ ️ ️ ️,0
provide good logistics experience people navimumbai,0
please ;) 🙏 🙏 🙏 ✌ ️ ️ ️,0
shout red head gate agent flt great,0
dude name incredibly professional helpful vs. crazy angry people,0
lt,0
thank,0
lovely great people work organization,0
tyvm usair happy lt,0
thank hectic action represent company,0
glad home great people get home safely sad bc scheduling problem,0
appreciate response,0
thank team great service recovery appreciate,0
thank help leave message lose find finger cross find,0
thank head home great people center,0
thx reply try times amp v mail people hang talk tech cont'd,0
ha fun,0
fly high thank,0
thank well gate agent c boarding flight,0
thank,0
weather mess miss connection clt impressed cust serv phone rep,0
frustrating days!no flight home change airline thank employee amp help get,0
flight thank,0
😢 😢 😢 😢 😢 😢 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏,0
thank thank accommodate,0
amazing best follow 🙏 🙏 🙏 😢 😢 😢 🙏 🙏 🙏,0
thank,0
🙏,0
amazing best follow follow back ;) 🙏 🙏 🙏 ️,0
send thank employee phl admiral allow day pass sibling stick,0
u guy choice,0
thank 😒,0
drink voucher flight winkwink,0
nice touch intimate filing claim soon reimburse airways day,0
miss flight reflight x walk flight phone seat,0
thank checkin know baggage policy amp boot count teach mgr know,0
right amp away ✈ ️,0
thank stressful,0
absolutely staff amazing,0
haha great day,0
thank try say try,0
customer service fine,0
fabulous thank look forward take sky,0
exceptional service flight ind,0
crew keep safety mind,0
hope voucher future flight,0
thank,0
helpful member lounge,0
thank hope destination,0
thank reply hoping clear,0
believe understand flight originally book flight cancel flighted reschedule,0
thank,0
thank,0
look wife travel use membership,0
great thank follow,0
exactly ill fly aa airline trust,0
get flight thank,0
think help base behavior voucher cot like lol 😃,0
get eventually rollercoaster get airport amp get speak thing get fix quick,0
yes yes yes glad head home,0
thank,0
thank update hope connection,0
thank,0
aa not charge fee change award ticket long origin destination amp award type remain,0
thank confirmation,0
aww cool nice know head fave,0
continue win miss flight nice little quiet gate change possible,0
airport snow removal method good work folk,0
great thank,0
awesome thank,0
flight dfw cancel flightle landing fine completely arbitrary,0
aww thanks aa dfw gma understand btw m able trv guy,0
awesome photo thank share 😁,0
laptop iphone miss good boat style swivel cup holder dietcoke happyfli,0
get phone customer service issue resole guy awesome,0
thank info number speak person go type,0
sound like date,0
hope enjoy bring warm coat glove new beanie,0
happy purchase upgrade avail flight,0
well fly,0
thank,0
hopefully ll bad one opportunity well dwell good one encouragement word,0
thank,0
thank,0
thank,0
great thank follow,0
exactly ill fly aa airline trust,0
get flight thank,0
get eventually rollercoaster get airport amp get speak thing get fix quick,0
yes yes yes glad head home,0
thank,0
thank update hope connection,0
thank,0
thank confirmation,0
aww cool nice know head fave,0
keep crew chief cousin dfw,0
truck biggie,0
airport snow removal method good work folk,0
great thank,0
awesome thank,0
thank,0
aww thanks aa dfw gma understand btw m able trv guy,0
awesome photo thank share 😁,0
laptop iphone miss good boat style swivel cup holder dietcoke happyfli,0
get phone customer service issue resole guy awesome,0
premium hope flight well food tv know work service tnx,0
sound like date,0
thank,0
hope enjoy bring warm coat glove new beanie,0
nice read thank,0
love live close great views,0
thank,0
well fly,0
guy let,0
hardly believe bundle stay warm,0
thank share photo round applause crew appreciate hard work,0
great customer service thank,0
think great like treat well customer right,0
fly md dc happy live plane md love md life,0
happy friend hope weather cause headache,0
day time world,0
oh issue resolve air,0
kudos captain crew handle fustrate people deal preventable issue shortcoming maint,0
thank quick response appreciate,0
thank update,0
let hope stay way big thank ground outside crew month post,0
boss,0
response incredible truly amazed step take enhance customer relation big thank 😄,0
thank guy get sleep bad weather,0
great thank,0
simply amazing thank u upgrade tomorrow spending lot time,0
thank quick customer service refundprocedurenottoopainful know weather fault,0
thank recommendation sit minute update min ago,0
control weather come great customer service,0
wish remember name,0
thank aa start vacation,0
yes thank want start vacation,0
thank reply try figure,0
thank aa,0
thank,0
thank responsive impressive,0
thank appreciate,0
mission accomplish thank,0
thank great customer service safely weather thing little worrisome,0
fantastic thank try tweet photo view,0
excellent guy class hug ya'll shortly,0
thank email long expect response,0
great job ground crew let bird outta tell flight wait mike,0
see blue look,0
thank,0
thanks flight today great crew,0
rise like sun dca morning member good view avgeek,0
statement send like say call night excellent service,0
thank airline say locate informed flew aa matter,0
suprise new vanity kit set frequent traveller 😀 thank aa,0
lovely flight great crew thank,0
flight crew amp ground crew handle situation texting notification let catch wink delay,0
thx hope dfw turn long trip work tomorrow,0
thank lose item locate return,0
appreciate,0
love admiral thanks hey follow,0
curious thank response good bad well competition,0
thank,0
thank airline choice possible,0
attend correct complaint brave new world live thank air,0
btw guy consider make lounge airport populate flightd area help company sure 👌,0
love experience class plane look stunning,0
love service cheap upgrade provide good airline good food good seat amazing thank,0
chance thank keep,0
found footage :d happy,0
surprise fastest respond brand twitter q + q th fast world q,0
thank,0
apology necessary wind xoxo,0
thank,0
staff phenomenal girl raise handle flightnightmare well,0
thank aa dart get home time work waste,0
glad hear injury minor crash evening,0
space seat thank pilot mn early think possible snaord,0
follow,0
,0
receive ticket thank help,0
thank,0
tpa aa successful journey thank hospitality,0
thank response appreciate,0
thank actually connection flight delay guess delay bad thing,0
thank shout enjoy ride adore,0
think pjs sell love board come,0
thank,0
folk executive platinum desk great pro understand displeasure change fee switch sw,0
thank help information help process,0
congrats center customer service guy name answer go amp help 👌 👌 👌,0
despite inconvenience situation handle quickly appreciate,0
absolutely,0
receive actually thank,0
thank 😩 idk late flight hope 😭,0
thank,0
sort thank help home,0
good work get destination safe time,0
great service,0
thank follow up- finally work cross new flight work,0
board watch report unfold proud,0
thank response get resolve counter,0
kid go to beat apron good lookin plane,0
thank aa upgrade get new flight cancel flightle,0
ride new new interior seat video improvement,0
worry y’all good,0
flight tomorrow cancel flightle new book seat take care tweet commend service thank,0
yes say deliver pick line,0
show exceptional customer service happily choose aa possible thank,0
thank finally get,0
aateam thank work rigorous weather condition,0
thank look forward response,0
thank truly appreciate help send dm,0
thank,0
thank assistance,0
see seat aa far great ride,0
thank delivery status,0
hey becky piela airport kind helpful reschedule flight,0
thank pick time,0
guy totally kick ass bar good team airline industry opinion,0
thank,0
thank 👍 👍 👍 👍 👍,0
thank process refund,0
thank ask plane maintenance issue flight gate warm plane,0
great job great service weekend winter storm,0
welcome work condition deserve thank lol xx,0
thank gang mind ask handle house,0
yes thank,0
get new reservation thank,0
rt ticket yes,0
remember goingforgreat thank,0
thx send dm,0
kudo crew flt today new good work aa,0
thank appreciate,0
nice people world work admiral club es mi,0
love plane follow amazing bussine,0
agent help awesome job,0
thank,0
xx,0
thank have issue check flight check convo info,0
father love work,0
flight rebooke pax problem thank aa help,0
thank keep safe,0
pleasure aa flight,0
thank help :p guy good americanairline americanair,0
exceptional customer service aa misplace item wait checkin follow smooth flight thank,0
thank,0
award air mile yes go vacation thanksamericanairline,0
sure thank,0
t s t c thank come great customer service,0
small thing detail excellent experience irritate,0
thank great stuff imagine jam,0
yay thank appreciate help know right cold ice,0
thank,0
despite chaos grateful flight home ✈ ️,0
nice come home wish fly away 😜 ✈ ️,0
thank response well ahem,0
snack leave purpose team helpful morning desk phone,0
get to love skycap solve problem fast terminal smile face,0
thank respond quickly btw,0
ok thank,0
thank,0
thank cancel flight flight put husband life danger drive weather safetyfirst,0
finally call meet refund process thank,0
awesome flight morning aa crew land early,0
huge thank fix flight appreciate customer service seat assign wife,0
thank hope d,0
appreciate reply,0
delay single staff member ticket desk admiral club sweet pie,0
kudo ticket agent make passenger check bag big fit overhead,0
thank clt clean mess service,0
thank respond,0
ok thank hold new flight,0
thank help lot,0
thank,0
agent pleasant world chaos u,0
apology require home safe thank kudos aa,0
love travel plane people nice amazing follow 😋 love company,0
worry love fly guy thank,0
like kind add point,0
ok receive email registration team thank lot,0
necessary confident excellent flight staff appropriate report,0
thank well rebooke agent phone amp addtl appreciate,0
rock star employee miracle worker appreciate help,0
thank,0
,0
v nice breakfast voucher $ airport get drink,0
eventually get sure change thank lot,0
thanks good safely soon,0
thank guy get head aa family,0
thank charge end good,0
wonderful flight pre dawn start day,0
yep camera memory card :d,0
thank champagne aa celebrate finish,0
cross current pace reach,0
thank follow think fair refund ticket price way rental car buy,0
understood thanks,0
bit bag issue clear beautifully thank check,0
agent able young daughter seat near wife thank,0
early frontrunner good airline oscar,0
good catch flight thank response,0
job thank,0
thank open pm day way check open going way thank,0
thanx replying send,0
thank,0
hotel thank,0
got bag thank,0
wonderful new flight book friendly helpful agent stressful day thank,0
ok worry thank straight story appreciate,0
wow helpful,0
beautiful photo thx marketing dept interested buying,0
worry guy good flight firstclass,0
lot flight dealing weather tonite important know respond,0
need see mention negative good work gratitude 🇺,0
americanview,0
staff help fix problem helpful goodthingscome thank,0
yes thank checking cramp get amp safely fly pm,0
great flight experience sfo consistent high quality legacy airline guy,0
great thank,0
americanview new paint scheme look great usairway,0
thank update,0
shout ground crew work cold thank y ' amp social medium team customer service,0
fortunately flight waiting area impress w handle stressful situation,0
thank booking problems friend bind thank sweet angel bless,0
hat admiral attendant give,0
try will book airline wish fly stick til,0
book degree right good stay warm safe,0
thank reply function plane way staff friendly tho,0
thank send detail pretty handy dandy info lookforwardtoflywithaa,0
good luck aa,0
awesome customer service rdu snuck wife warm cookie thx,0
thank fa shawn spectacular service lhrdfw fa warm engage onboard welcome,0
end flight time standby thank,0
ok thank let know appreciate response,0
thank 👍,0
worry talk seat assignment,0
great seat aircraft,0
thank,0
good brothaaaaaa,0
come catch home dca let great leg,0
appreciate apology sincerely thank want begin,0
versus customer service?who convenience trip lt,0
big airport staff amp;&amp treat lovely town ❤ ❤,0
ok thank great night aa team,0
trip come soon 😃,0
pretty impressed flight entertainment touch usable smooth good selection,0
great thank good work,0
shoutout agent duty outstanding customer service w delay,0
thank good suggestion check rebooke check look flight,0
like look able agent help thank,0
welcome love take fly,0
thank,0
haha boarding pass b boarding plane gate agent tell worry,0
awesome thx,0
get safely thank take time plane safe fly,0
flight attendant provide excellent service peculiar condition day ✈,0
land crew gracious accommodate long delay appreciate prompt response,0
flight time,0
like thank customer service team response cancel flightle flight offer cont,0
yes call number skype worth $ recommend,0
awesome thank em bonus,0
fly competitor start u end mistake americanforlife,0
enjoy time plane,0
aa time awesome flight great job,0
love open upgrade email,0
flight dallas grand junction amazingflightcrew,0
yep good flight wait tick 😃,0
fantastic support team appreciate thank,0
nice people flight thanks amp making feel comfortable ✈ ️ ✈ ️ ✈ ️ ✈ ️ ✈ ️ ✈ ️ ✈ ️,0
appreciate update appreciated pilot effort explain authoritative comms vital,0
sedholm luz calderon feel like king,0
return flight schedule aa believe thank help,0
mad love,0
thank force check -in carry luggage exactly spend extra money travel size toiletry,0
guy amazing job know hard thank hard work reflight friend,0
eliza amp cheat u amp lovely flight lot,0
hope like photo,0
thank,0
thank quick response aa usually fantastic customer service shock,0
thank,0
love company staff amaze uncomfortable situation comfortable,0
love new plane run amenity function,0
flight great fantastic cabin crew land thankyou,0
thank review concern contact directly,0
thank,0
thank get different flight,0
,0
absolutely,0
thank respond quickly btw,0
ok thank hold new flight,0
worry y’all good,0
thanks flight today great crew,0
thank,0
flight artisanal cheese wine pair,0
awesome thank help,0
thank hope look like complainer write good experience w past make terminal,0
hotspot free wifi make happy itsthelittlething,0
pleasantly surprised find ana major upgrade transpacific route flight plane service,0
speak representative moved flight early thank follow,0
likely,0
ceo battle appease passenger wall street,0
despite mother nature good effort good humor folk get home safely area heavily affect winter storm,0
thank new hashtag change abcletjetbluestreamfeed,0
flight let good memory,0
thank speedy response figure nature guy fine print haha,0
leave computer plane week late flightr find send greatservice happy customer,0
thank get thank pilot snow land ice,0
😭 😭 😭 😭 y well,0
thank,0
thank,0
follow team thanks tweet ^kp thank,0
hi guy good morning,0
thank aa,0
well fly,0
travel injure agent awesome help roadwarrior,0
far good,0
glad retweete ignore numerous tweet send fucking amazing,0
classy,0
bag finally deliver intact thank assistance,0
thank follow think fair refund ticket price way rental car buy,0
haha need apologize 😁 problem soon late flightr love,0
thank login get early flight dca,0
thank,0
great deserve respect praise thankyouforeverything,0
thank reminder old flight take easy access add point new account service,0
thank great customer service safely weather thing little worrisome,0
love guy pls direct route,0
thank hope look like complainer write good experience w past make terminal,0
great job team challenge weather delay flight travel friendlyteam,0
thx update,0
thank forward future upgrade,0
win award best deal airline,0
thank get phone amp fine love website amp app thank work,0
course u know like lie long mint colored brandmance,0
moodlighte way fly best experience cool calm 💜 ✈,0
incredible pr team 👏 👏 👏 👏,0
thank send detail pretty handy dandy info lookforwardtoflywithaa,0
amazing follow 🙏 🙏,0
great flight family smoothflight frequentflyer,0
love appreciate fact guy rarely cancel flight flight time need time,0
check fabulous,0
flight great fantastic cabin crew land thankyou,0
thank,0
gate agent board flight dal represent brand,0
thank certainly look follow dm confirmation number assistance ^jh,0
relieve fly listen neighboring gate bitch airline well,0
thank quick response aa usually fantastic customer service shock,0
eye step improve inflight,0
phone call number pick immediately,0
great management twitter account thank,0
thank kindness agent go amp strand family home,0
thank,0
world well place visit elderly relative,0
lt pretty graphic well minimal iconography :d,0
aateam thank work rigorous weather condition,0
quick sorry hear follow dm detail transpire ^jh,0
longing look blue eye firstlove,0
thing fella right pacific time zone,0
welcome north texas air american air employee great opportunity gr,0
mom career day trip intuitlife leanin southwestairline,0
customer service consistently well,0
ah staff perfect morning sleep,0
pit- gate big shout lady try track,0
little time lol actually lot day excite,0
finally rectify flight situation thank,0
miraculously fix plane kudo shoe,0
exciting time ahead 😁 🎉,0
t minus minute upgrade window open freeneversuck 😃 👍,0
thank handle care flyer think,0
pleasantly surprised find ana major upgrade transpacific route flight plane service,0
de ice important,0
thank touch moveaboutthecountry,0
❤ ️ airline understand military family unpredictable change pound 👊,0
great trip lax las bna thanks,0
thank prompt response hour enjoy vacation bug app show,0
hero got husband security retrieve cellphone leave plane,0
thank,0
expire offer buy transfer mileageplus mile discount offer year,0
early frontrunner good airline oscar,0
land crew gracious accommodate long delay appreciate prompt response,0
keep watch safety video time forever job 👍,0
thank kind word i'm feel like boss jetbluefame,0
thank iah amazing customer service daughter bag lose day,0
thank,0
great deal think nd trip amp go st trip p,0
get lose kindle mail thank,0
